tbl,Year,quarter,citymarketid_Dept,citymarketid_Arriv,Departure_city,Arrival_city,Airportid_Departure,Airportid_Arrival,D_airport_code,A_airport_code,Non_stop_Miles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_Departure,Geocoded_Arrival,tbl1apk
Table 1a,2018,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12892,11278,LAX,DCA,2329,1493,312.05,AA,0.4286,328.6,AS,0.1888,263.25,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201821289211278LAXDCA
Table 1a,2018,2,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",10800,14747,BUR,SEA,978,915,168.71,AS,0.7901,173.49,WN,0.1452,152.75,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201821080014747BURSEA
Table 1a,2018,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12892,10821,LAX,BWI,2329,1753,216.12,WN,0.4407,243.96,NK,0.1924,111.67,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201821289210821LAXBWI
Table 1a,2018,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12954,10821,LGB,BWI,2329,8,278.35,AA,0.507,312.21,B6,0.169,201.82,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201811295410821LGBBWI
Table 1a,2018,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12954,11278,LGB,DCA,2329,14,269.36,AA,0.4918,264.06,AA,0.4918,264.06,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201811295411278LGBDCA
Table 1a,2018,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12954,12264,LGB,IAD,2329,3,295.11,B6,0.5357,298.07,DL,0.3214,278.41,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201811295412264LGBIAD
Table 1a,2018,1,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",14908,15304,SNA,TPA,2158,151,327.1,AA,0.3545,338.94,UA,0.2999,303.87,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201811490815304SNATPA
Table 1a,2018,1,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",12954,14747,LGB,SEA,978,468,132.3,B6,0.9026,132.55,WN,0.0774,124.63,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201811295414747LGBSEA
Table 1a,2018,1,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",12954,15304,LGB,TPA,2158,6,326.27,AA,0.7018,339.17,WN,0.1228,263.29,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201811295415304LGBTPA
Table 1a,2018,1,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",14908,14747,SNA,SEA,978,1733,167.84,AS,0.7444,166.54,AS,0.7444,166.54,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201811490814747SNASEA
Table 1a,2018,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10800,10821,BUR,BWI,2329,31,247.84,WN,0.8231,237.16,WN,0.8231,237.16,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201811080010821BURBWI
Table 1a,2018,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10800,11278,BUR,DCA,2329,8,416.14,WN,0.4,320.52,UA,0.1333,248.41,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201811080011278BURDCA
Table 1a,2018,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10800,12264,BUR,IAD,2329,12,258.22,UA,0.7117,253.37,UA,0.7117,253.37,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201811080012264BURIAD
Table 1a,2018,1,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",10800,14747,BUR,SEA,978,737,159.47,AS,0.7433,168.54,WN,0.1653,137.2,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201811080014747BURSEA
Table 1a,2018,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14908,12264,SNA,IAD,2329,66,356.03,UA,0.5861,367.29,AA,0.2061,318.43,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201811490812264SNAIAD
Table 1a,2018,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14908,11278,SNA,DCA,2329,139,329.96,AA,0.3386,381.78,F9,0.1139,124.0,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201811490811278SNADCA
Table 1a,2018,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14908,10821,SNA,BWI,2329,102,300.1,WN,0.4087,277.01,WN,0.4087,277.01,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201811490810821SNABWI
Table 1a,2018,1,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",10800,15304,BUR,TPA,2158,34,297.96,WN,0.6808,283.24,WN,0.6808,283.24,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201811080015304BURTPA
Table 1a,2018,1,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",13891,15304,ONT,TPA,2158,73,320.91,AA,0.4947,342.28,WN,0.3607,305.5,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201811389115304ONTTPA
Table 1a,2018,1,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",13891,14747,ONT,SEA,978,686,155.45,AS,0.6625,157.45,AS,0.6625,157.45,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201811389114747ONTSEA
Table 1a,2018,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13891,12264,ONT,IAD,2329,82,200.2,F9,0.5628,96.06,F9,0.5628,96.06,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201811389112264ONTIAD
Table 1a,2018,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13891,11278,ONT,DCA,2329,78,334.33,AA,0.6377,375.42,WN,0.1583,308.86,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201811389111278ONTDCA
Table 1a,2018,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13891,10821,ONT,BWI,2329,92,284.85,WN,0.5799,271.13,WN,0.5799,271.13,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201811389110821ONTBWI
Table 1a,2018,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12892,11278,LAX,DCA,2329,1311,289.35,AA,0.4368,312.86,AS,0.1767,244.19,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201811289211278LAXDCA
Table 1a,2018,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12892,10821,LAX,BWI,2329,1345,212.9,WN,0.5085,229.38,NK,0.1511,114.55,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201811289210821LAXBWI
Table 1a,2018,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12892,12264,LAX,IAD,2329,1597,318.84,UA,0.5729,364.02,VX,0.1775,256.28,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201811289212264LAXIAD
Table 1a,2018,1,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",12892,14747,LAX,SEA,978,3616,151.89,AS,0.4775,143.64,AS,0.4775,143.64,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201811289214747LAXSEA
Table 1a,2018,1,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",12892,15304,LAX,TPA,2158,604,321.89,DL,0.42,379.41,WN,0.1628,267.33,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201811289215304LAXTPA
Table 1a,2017,4,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",12954,15304,LGB,TPA,2158,5,329.08,AA,0.75,352.51,WN,0.0455,302.0,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201741295415304LGBTPA
Table 1a,2017,4,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",12954,14747,LGB,SEA,978,520,142.27,B6,0.917,142.66,WN,0.0598,127.7,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201741295414747LGBSEA
Table 1a,2017,4,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12954,12264,LGB,IAD,2329,4,302.61,DL,0.4146,270.61,DL,0.4146,270.61,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201741295412264LGBIAD
Table 1a,2017,4,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12954,11278,LGB,DCA,2329,13,273.48,AA,0.541,278.1,B6,0.2459,264.35,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201741295411278LGBDCA
Table 1a,2017,4,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12954,10821,LGB,BWI,2329,10,260.22,WN,0.4945,245.99,B6,0.1319,213.82,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201741295410821LGBBWI
Table 1a,2017,4,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13891,10821,ONT,BWI,2329,105,268.77,WN,0.6601,254.22,WN,0.6601,254.22,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201741389110821ONTBWI
Table 1a,2017,4,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",14908,14747,SNA,SEA,978,1737,178.03,AS,0.724,180.25,AS,0.724,180.25,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201741490814747SNASEA
Table 1a,2017,4,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13891,11278,ONT,DCA,2329,77,330.12,AA,0.7006,349.1,UA,0.1186,285.19,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201741389111278ONTDCA
Table 1a,2017,4,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",14908,15304,SNA,TPA,2158,134,322.06,AA,0.3865,330.81,UA,0.2815,304.59,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201741490815304SNATPA
Table 1a,2017,4,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14908,12264,SNA,IAD,2329,78,367.49,UA,0.5924,353.1,UA,0.5924,353.1,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201741490812264SNAIAD
Table 1a,2017,4,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13891,12264,ONT,IAD,2329,74,223.47,F9,0.4985,144.43,F9,0.4985,144.43,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201741389112264ONTIAD
Table 1a,2017,4,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",10800,14747,BUR,SEA,978,826,162.58,AS,0.7538,168.84,WN,0.1745,144.77,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201741080014747BURSEA
Table 1a,2017,4,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14908,11278,SNA,DCA,2329,153,362.97,AA,0.3752,396.17,UA,0.3383,333.62,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201741490811278SNADCA
Table 1a,2017,4,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14908,10821,SNA,BWI,2329,130,323.16,WN,0.4441,290.25,WN,0.4441,290.25,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201741490810821SNABWI
Table 1a,2017,4,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",12892,15304,LAX,TPA,2158,608,326.06,DL,0.4386,381.26,WN,0.176,264.31,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201741289215304LAXTPA
Table 1a,2017,4,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",12892,14747,LAX,SEA,978,4232,150.27,AS,0.5073,146.73,AA,0.1212,143.25,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201741289214747LAXSEA
Table 1a,2017,4,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",10800,15304,BUR,TPA,2158,38,311.81,WN,0.7644,303.01,WN,0.7644,303.01,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201741080015304BURTPA
Table 1a,2017,4,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12892,12264,LAX,IAD,2329,1908,309.83,UA,0.5772,344.0,AA,0.1519,268.67,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201741289212264LAXIAD
Table 1a,2017,4,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12892,11278,LAX,DCA,2329,1393,300.29,AA,0.4357,314.88,AS,0.1834,263.45,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201741289211278LAXDCA
Table 1a,2017,4,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12892,10821,LAX,BWI,2329,1534,218.44,WN,0.3951,248.42,NK,0.1436,122.05,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201741289210821LAXBWI
Table 1a,2017,4,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",13891,14747,ONT,SEA,978,781,159.23,AS,0.703,161.97,WN,0.22,148.29,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201741389114747ONTSEA
Table 1a,2017,4,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",13891,15304,ONT,TPA,2158,72,298.43,WN,0.4977,269.32,WN,0.4977,269.32,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201741389115304ONTTPA
Table 1a,2017,4,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10800,10821,BUR,BWI,2329,56,253.61,WN,0.8505,242.82,WN,0.8505,242.82,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201741080010821BURBWI
Table 1a,2017,4,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10800,11278,BUR,DCA,2329,10,314.15,UA,0.3667,255.05,UA,0.3667,255.05,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201741080011278BURDCA
Table 1a,2017,4,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10800,12264,BUR,IAD,2329,18,286.15,UA,0.8148,277.3,UA,0.8148,277.3,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201741080012264BURIAD
Table 1a,2017,3,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12892,12264,LAX,IAD,2329,2007,287.33,UA,0.5811,313.24,AA,0.1709,251.58,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201731289212264LAXIAD
Table 1a,2017,3,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12892,11278,LAX,DCA,2329,1362,280.31,AA,0.4084,302.83,AS,0.1695,253.85,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201731289211278LAXDCA
Table 1a,2017,3,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12892,10821,LAX,BWI,2329,1643,222.48,WN,0.4143,247.85,NK,0.1425,133.95,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201731289210821LAXBWI
Table 1a,2017,3,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",14908,15304,SNA,TPA,2158,115,321.16,AA,0.4034,328.45,WN,0.2178,297.41,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201731490815304SNATPA
Table 1a,2017,3,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",14908,14747,SNA,SEA,978,1742,178.25,AS,0.7236,178.72,AS,0.7236,178.72,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201731490814747SNASEA
Table 1a,2017,3,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14908,12264,SNA,IAD,2329,76,351.12,UA,0.5385,352.9,UA,0.5385,352.9,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201731490812264SNAIAD
Table 1a,2017,3,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14908,11278,SNA,DCA,2329,156,337.43,UA,0.3419,306.74,UA,0.3419,306.74,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201731490811278SNADCA
Table 1a,2017,3,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14908,10821,SNA,BWI,2329,135,296.47,WN,0.5157,286.33,UA,0.1784,278.28,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201731490810821SNABWI
Table 1a,2017,3,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",10800,15304,BUR,TPA,2158,35,288.59,WN,0.7323,280.98,WN,0.7323,280.98,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201731080015304BURTPA
Table 1a,2017,3,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",10800,14747,BUR,SEA,978,799,164.15,AS,0.7529,171.76,WN,0.1687,145.81,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201731080014747BURSEA
