tbl,Year,quarter,citymarketid_Dept,citymarketid_Arriv,Departure_city,Arrival_city,Airportid_Departure,Airportid_Arrival,D_airport_code,A_airport_code,Non_stop_Miles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_Departure,Geocoded_Arrival,tbl1apk
Table 1a,2017,3,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10800,12264,BUR,IAD,2329,27,269.54,UA,0.8474,259.24,UA,0.8474,259.24,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201731080012264BURIAD
Table 1a,2017,3,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10800,11278,BUR,DCA,2329,11,328.73,WN,0.3654,336.75,UA,0.2885,255.33,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201731080011278BURDCA
Table 1a,2017,3,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10800,10821,BUR,BWI,2329,58,245.77,WN,0.8365,229.81,WN,0.8365,229.81,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201731080010821BURBWI
Table 1a,2017,3,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",13891,15304,ONT,TPA,2158,61,288.47,WN,0.554,264.06,WN,0.554,264.06,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201731389115304ONTTPA
Table 1a,2017,3,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",13891,14747,ONT,SEA,978,798,165.67,AS,0.6688,171.02,WN,0.2544,152.11,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201731389114747ONTSEA
Table 1a,2017,3,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13891,12264,ONT,IAD,2329,39,332.86,UA,0.5042,334.77,AA,0.3186,296.71,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201731389112264ONTIAD
Table 1a,2017,3,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13891,11278,ONT,DCA,2329,80,330.09,AA,0.7038,327.74,AA,0.7038,327.74,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201731389111278ONTDCA
Table 1a,2017,3,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13891,10821,ONT,BWI,2329,114,262.49,WN,0.6759,238.74,WN,0.6759,238.74,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201731389110821ONTBWI
Table 1a,2017,3,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",12954,15304,LGB,TPA,2158,4,308.73,AA,0.6316,302.8,AA,0.6316,302.8,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201731295415304LGBTPA
Table 1a,2017,3,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",12954,14747,LGB,SEA,978,503,139.98,B6,0.9333,139.97,WN,0.049,133.54,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201731295414747LGBSEA
Table 1a,2017,3,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12954,12264,LGB,IAD,2329,6,305.6,B6,0.5763,311.96,AA,0.1186,296.71,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201731295412264LGBIAD
Table 1a,2017,3,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12954,11278,LGB,DCA,2329,12,280.19,B6,0.4425,310.73,AA,0.3186,263.51,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201731295411278LGBDCA
Table 1a,2017,3,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12954,10821,LGB,BWI,2329,11,281.3,WN,0.5673,237.53,WN,0.5673,237.53,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201731295410821LGBBWI
Table 1a,2017,3,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",12892,15304,LAX,TPA,2158,513,298.92,DL,0.4578,350.07,WN,0.2022,233.92,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201731289215304LAXTPA
Table 1a,2017,3,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",12892,14747,LAX,SEA,978,5576,132.46,AS,0.4693,130.33,AS,0.4693,130.33,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201731289214747LAXSEA
Table 1a,2017,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12892,10821,LAX,BWI,2329,1805,237.47,WN,0.4245,260.89,NK,0.1399,143.02,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721289210821LAXBWI
Table 1a,2017,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12892,11278,LAX,DCA,2329,1288,325.29,AA,0.4538,350.46,AS,0.1896,280.93,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721289211278LAXDCA
Table 1a,2017,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12892,12264,LAX,IAD,2329,2338,304.99,UA,0.6586,317.76,VX,0.1546,284.39,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721289212264LAXIAD
Table 1a,2017,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13891,10821,ONT,BWI,2329,109,310.19,WN,0.7056,283.8,WN,0.7056,283.8,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721389110821ONTBWI
Table 1a,2017,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13891,11278,ONT,DCA,2329,92,366.56,AA,0.6423,389.29,WN,0.2077,300.64,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721389111278ONTDCA
Table 1a,2017,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13891,12264,ONT,IAD,2329,45,340.57,UA,0.5564,326.2,UA,0.5564,326.2,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721389112264ONTIAD
Table 1a,2017,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14908,10821,SNA,BWI,2329,139,326.68,WN,0.5301,309.71,WN,0.5301,309.71,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721490810821SNABWI
Table 1a,2017,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14908,11278,SNA,DCA,2329,188,366.43,AA,0.3762,419.28,UA,0.2855,326.77,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721490811278SNADCA
Table 1a,2017,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14908,12264,SNA,IAD,2329,88,357.58,UA,0.5871,369.63,DL,0.1244,334.49,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721490812264SNAIAD
Table 1a,2017,2,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",12892,14747,LAX,SEA,978,5150,135.82,AS,0.5069,129.37,AS,0.5069,129.37,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201721289214747LAXSEA
Table 1a,2017,2,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",12892,15304,LAX,TPA,2158,551,330.02,DL,0.4108,390.67,WN,0.2002,271.57,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201721289215304LAXTPA
Table 1a,2017,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12954,10821,LGB,BWI,2329,15,287.53,WN,0.446,196.21,WN,0.446,196.21,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721295410821LGBBWI
Table 1a,2017,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12954,11278,LGB,DCA,2329,8,368.9,B6,0.4789,332.35,B6,0.4789,332.35,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721295411278LGBDCA
Table 1a,2017,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12954,12264,LGB,IAD,2329,7,341.33,B6,0.8615,342.9,WN,0.0462,272.67,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721295412264LGBIAD
Table 1a,2017,2,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",12954,14747,LGB,SEA,978,510,134.8,B6,0.9364,135.11,WN,0.0498,121.11,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201721295414747LGBSEA
Table 1a,2017,2,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",12954,15304,LGB,TPA,2158,9,317.56,AA,0.6026,331.23,WN,0.2308,284.39,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201721295415304LGBTPA
Table 1a,2017,2,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",13891,15304,ONT,TPA,2158,70,321.25,WN,0.4796,298.68,WN,0.4796,298.68,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201721389115304ONTTPA
Table 1a,2017,2,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",13891,14747,ONT,SEA,978,760,161.58,AS,0.7199,158.67,AS,0.7199,158.67,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201721389114747ONTSEA
Table 1a,2017,2,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",10800,15304,BUR,TPA,2158,37,329.75,WN,0.7493,320.08,WN,0.7493,320.08,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201721080015304BURTPA
Table 1a,2017,2,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",10800,14747,BUR,SEA,978,805,162.18,AS,0.7995,166.41,WN,0.1357,148.41,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201721080014747BURSEA
Table 1a,2017,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10800,12264,BUR,IAD,2329,21,258.98,UA,0.8256,241.73,UA,0.8256,241.73,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721080012264BURIAD
Table 1a,2017,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10800,11278,BUR,DCA,2329,17,392.25,AA,0.4238,420.46,UA,0.1921,297.72,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721080011278BURDCA
Table 1a,2017,2,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10800,10821,BUR,BWI,2329,52,267.31,WN,0.8665,251.79,WN,0.8665,251.79,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201721080010821BURBWI
Table 1a,2017,2,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",14908,14747,SNA,SEA,978,1735,178.66,AS,0.7267,174.65,AS,0.7267,174.65,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201721490814747SNASEA
Table 1a,2017,2,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",14908,15304,SNA,TPA,2158,137,317.63,AA,0.3183,347.14,UA,0.3079,284.13,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201721490815304SNATPA
Table 1a,2017,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10800,10821,BUR,BWI,2329,36,277.7,WN,0.7785,272.38,WN,0.7785,272.38,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201711080010821BURBWI
Table 1a,2017,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10800,11278,BUR,DCA,2329,15,342.14,AA,0.4478,411.25,WN,0.291,278.41,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201711080011278BURDCA
Table 1a,2017,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10800,12264,BUR,IAD,2329,11,309.01,UA,0.7292,319.07,WN,0.2396,279.13,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201711080012264BURIAD
Table 1a,2017,1,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",10800,14747,BUR,SEA,978,678,144.46,AS,0.8433,143.48,AS,0.8433,143.48,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201711080014747BURSEA
Table 1a,2017,1,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",10800,15304,BUR,TPA,2158,31,329.74,WN,0.7082,334.18,AA,0.2278,310.35,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201711080015304BURTPA
Table 1a,2017,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12892,10821,LAX,BWI,2329,1317,222.69,WN,0.464,243.88,NK,0.181,138.36,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201711289210821LAXBWI
Table 1a,2017,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12892,11278,LAX,DCA,2329,1116,309.75,AA,0.5269,339.76,AS,0.2066,257.31,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201711289211278LAXDCA
Table 1a,2017,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12892,12264,LAX,IAD,2329,1733,313.86,UA,0.6498,326.59,VX,0.1808,279.28,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201711289212264LAXIAD
Table 1a,2017,1,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",12892,14747,LAX,SEA,978,3998,125.45,AS,0.4998,121.08,AS,0.4998,121.08,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201711289214747LAXSEA
Table 1a,2017,1,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",12892,15304,LAX,TPA,2158,537,321.01,DL,0.4159,372.29,WN,0.208,254.38,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201711289215304LAXTPA
Table 1a,2017,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12954,10821,LGB,BWI,2329,9,306.81,AA,0.3291,384.85,B6,0.2152,223.06,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201711295410821LGBBWI
Table 1a,2017,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12954,11278,LGB,DCA,2329,10,344.08,AA,0.4565,337.24,B6,0.3804,328.17,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201711295411278LGBDCA
Table 1a,2017,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",12954,12264,LGB,IAD,2329,3,251.71,B6,0.9286,245.03,B6,0.9286,245.03,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201711295412264LGBIAD
Table 1a,2017,1,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",12954,14747,LGB,SEA,978,489,111.98,B6,0.9249,111.63,WN,0.0657,110.05,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201711295414747LGBSEA
Table 1a,2017,1,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",12954,15304,LGB,TPA,2158,8,323.41,AA,0.9333,326.76,WN,0.04,209.3,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201711295415304LGBTPA
Table 1a,2017,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13891,10821,ONT,BWI,2329,90,276.54,WN,0.5743,263.19,WN,0.5743,263.19,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201711389110821ONTBWI
Table 1a,2017,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13891,11278,ONT,DCA,2329,71,352.0,AA,0.6427,373.1,WN,0.1763,285.37,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201711389111278ONTDCA
Table 1a,2017,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",13891,12264,ONT,IAD,2329,46,308.93,UA,0.6229,288.84,UA,0.6229,288.84,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201711389112264ONTIAD
Table 1a,2017,1,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",13891,14747,ONT,SEA,978,628,146.39,AS,0.6905,142.92,AS,0.6905,142.92,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201711389114747ONTSEA
Table 1a,2017,1,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",13891,15304,ONT,TPA,2158,64,313.84,AA,0.438,334.88,UA,0.1117,281.45,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201711389115304ONTTPA
Table 1a,2017,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14908,10821,SNA,BWI,2329,126,293.13,WN,0.4824,279.07,UA,0.1887,261.29,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201711490810821SNABWI
Table 1a,2017,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14908,11278,SNA,DCA,2329,158,341.93,AA,0.3481,399.35,F9,0.1069,160.55,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201711490811278SNADCA
Table 1a,2017,1,32575,30852,"Los Angeles, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",14908,12264,SNA,IAD,2329,60,371.96,UA,0.5643,389.77,AA,0.2151,365.07,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201711490812264SNAIAD
Table 1a,2017,1,32575,30559,"Los Angeles, CA (Metropolitan Area)","Seattle, WA",14908,14747,SNA,SEA,978,1636,156.86,AS,0.7098,157.14,AS,0.7098,157.14,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Seattle, WA
(47.603229, -122.33028)",201711490814747SNASEA
Table 1a,2017,1,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",14908,15304,SNA,TPA,2158,143,330.67,AA,0.3525,359.05,WN,0.2376,311.3,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201711490815304SNATPA
